"group","@id","rfds:label","rdfs:comment","rdfs:label.zh-cn","rdfs:comment.zh-cn"
"type","http://schema.org/DepositAccount",,"A type of Bank Account with a main purpose of depositing funds to gain interest or other benefits.",,
"type","http://schema.org/DigitalDocument",,"An electronic file or document.",,
"type","http://schema.org/DigitalDocumentPermission",,"A permission for a particular person or group to access a particular file.",,
"type","http://schema.org/DigitalDocumentPermissionType",,"A type of permission which can be granted for accessing a digital document.",,
"type","http://schema.org/DisagreeAction",,"The act of expressing a difference of opinion with the object. An agent disagrees to/about an object (a proposition, topic or theme) with participants.",,
"type","http://schema.org/DiscoverAction",,"The act of discovering/finding an object.",,
"type","http://schema.org/DiscussionForumPosting",,"A posting to a discussion forum.",,
"type","http://schema.org/DislikeAction",,"The act of expressing a negative sentiment about the object. An agent dislikes an object (a proposition, topic or theme) with participants.",,
"type","http://schema.org/Distance",,"Properties that take Distances as values are of the form '&lt;Number&gt; &lt;Length unit of measure&gt;'. E.g., '7 ft'.","距离","以 Distance 为值域的属性，通常形如 '&lt;数字&gt; &lt;长度单位&gt;'. E.g., '7 公里'"
"type","http://schema.org/DonateAction",,"The act of providing goods, services, or money without compensation, often for philanthropic reasons.",,
"type","http://schema.org/DownloadAction",,"The act of downloading an object.",,
"type","http://schema.org/DrawAction",,"The act of producing a visual/graphical representation of an object, typically with a pen/pencil and paper as instruments.",,
"type","http://schema.org/DrinkAction",,"The act of swallowing liquids.",,
"type","http://schema.org/DriveWheelConfigurationValue",,"A value indicating which roadwheels will receive torque.",,
"type","http://schema.org/DryCleaningOrLaundry",,"A dry-cleaning business.","干洗店或洗衣店","干洗或洗衣服务"
"type","http://schema.org/Duration",,"Quantity: Duration (use <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 duration format</a>).","持续时间","一个量，持续时间(使用  <a href='http://en.wikipedia.org/wiki/ISO_8601'>ISO 8601 格式</a>)."
"type","http://schema.org/EatAction",,"The act of swallowing solid objects.",,
"type","http://schema.org/EducationEvent",,"Event type: Education event.","教育事件","教育事件"
"type","http://schema.org/EducationalAudience",,"An EducationalAudience.","教育受众","教育受众,受教育者"
"type","http://schema.org/EducationalOrganization",,"An educational organization.","教育机构","教育机构"
"type","http://schema.org/Electrician",,"An electrician.","电工","电工，电气技师"
"type","http://schema.org/ElectronicsStore",,"An electronics store.","电子商店","电子商店"
"type","http://schema.org/ElementarySchool",,"An elementary school.","小学","小学"
"type","http://schema.org/EmailMessage",,"An email message.",,
"type","http://schema.org/Embassy",,"An embassy.","大使馆","大使馆"
"type","http://schema.org/EmergencyService",,"An emergency service, such as a fire station or ER.","应急服务","各种应急服务，比如消防中心，急诊室"
"type","http://schema.org/EmployeeRole",,"A subclass of OrganizationRole used to describe employee relationships.",,
"type","http://schema.org/EmploymentAgency",,"An employment agency.","职业介绍所","职业介绍所"
"type","http://schema.org/EndorseAction",,"An agent approves/certifies/likes/supports/sanction an object.",,
"type","http://schema.org/Energy",,"Properties that take Energy as values are of the form '&lt;Number&gt; &lt;Energy unit of measure&gt;'.","能量","以能量为值的属性，格式如 '&lt;数字&gt; &lt;能量单位&gt;'"
"type","http://schema.org/EngineSpecification",,"Information about the engine of the vehicle. A vehicle can have multiple engines represented by multiple engine specification entities.",,
"type","http://schema.org/EntertainmentBusiness",,"A business providing entertainment.","娱乐服务",
"type","http://schema.org/EntryPoint",,"An entry point, within some Web-based protocol.",,
"type","http://schema.org/Enumeration",,"Lists or enumerations—for example, a list of cuisines or music genres, etc.","枚举","泛指枚举列表，如烹饪法或音乐流派,通常可有限可穷举"
"type","http://schema.org/Episode",,"A media episode (e.g. TV, radio, video game) which can be part of a series or season.",,
"type","http://schema.org/Event",,"An event happening at a certain time and location, such as a concert, lecture, or festival. Ticketing information may be added via the <a class=""localLink"" href=""http://schema.org/offers"">offers</a> property. Repeated events may be structured as separate Event objects.","事件","在某时某地发生的一件事"
"type","http://schema.org/EventReservation",,"A reservation for an event like a concert, sporting event, or lecture.</p>

<p>Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, use <a class=""localLink"" href=""http://schema.org/Offer"">Offer</a>.",,
"type","http://schema.org/EventStatusType",,"EventStatusType is an enumeration type whose instances represent several states that an Event may be in.",,
"type","http://schema.org/EventVenue",,"An event venue.","活动场所","用于举办活动的场所"
"type","http://schema.org/ExerciseAction",,"The act of participating in exertive activity for the purposes of improving health and fitness.",,
"type","http://schema.org/ExerciseGym",,"A gym.","健身房","健身房"
"type","http://schema.org/ExhibitionEvent",,"Event type: Exhibition event, e.g. at a museum, library, archive, tradeshow, ...",,
"type","http://schema.org/FastFoodRestaurant",,"A fast-food restaurant.","快餐店","快餐店"
"type","http://schema.org/Festival",,"Event type: Festival.","节日","事件类型：节日"
"type","http://schema.org/FilmAction",,"The act of capturing sound and moving images on film, video, or digitally.",,
"type","http://schema.org/FinancialProduct",,"A product provided to consumers and businesses by financial institutions such as banks, insurance companies, brokerage firms, consumer finance companies, and investment companies which comprise the financial services industry.",,
"type","http://schema.org/FinancialService",,"Financial services business.","金融服务","金融类的商业服务"
"type","http://schema.org/FindAction",,"<p>The act of finding an object.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/SearchAction"">SearchAction</a>: FindAction is generally lead by a SearchAction, but not necessarily.</li>
</ul>
",,
"type","http://schema.org/FireStation",,"A fire station. With firemen.","消防站","消防站，有消防员"
"type","http://schema.org/Flight",,"An airline flight.",,
"type","http://schema.org/FlightReservation",,"A reservation for air travel.</p>

<p>Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, use <a class=""localLink"" href=""http://schema.org/Offer"">Offer</a>.",,
"type","http://schema.org/Float",,"Data type: Floating number.","浮点数","数据类型：浮点数"
"type","http://schema.org/Florist",,"A florist.","花店","花店"
"type","http://schema.org/FollowAction",,"<p>The act of forming a personal connection with someone/something (object) unidirectionally/asymmetrically to get updates polled from.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/BefriendAction"">BefriendAction</a>: Unlike BefriendAction, FollowAction implies that the connection is <em>not</em> necessarily reciprocal.</li>
<li><a class=""localLink"" href=""http://schema.org/SubscribeAction"">SubscribeAction</a>: Unlike SubscribeAction, FollowAction implies that the follower acts as an active agent constantly/actively polling for updates.</li>
<li><a class=""localLink"" href=""http://schema.org/RegisterAction"">RegisterAction</a>: Unlike RegisterAction, FollowAction implies that the agent is interested in continuing receiving updates from the object.</li>
<li><a class=""localLink"" href=""http://schema.org/JoinAction"">JoinAction</a>: Unlike JoinAction, FollowAction implies that the agent is interested in getting updates from the object.</li>
<li><a class=""localLink"" href=""http://schema.org/TrackAction"">TrackAction</a>: Unlike TrackAction, FollowAction refers to the polling of updates of all aspects of animate objects rather than the location of inanimate objects (e.g. you track a package, but you don't follow it).</li>
</ul>
",,
"type","http://schema.org/FoodEstablishment",,"A food-related business.","餐饮服务","泛指各种餐饮服务"
"type","http://schema.org/FoodEstablishmentReservation",,"A reservation to dine at a food-related business.Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations.",,
"type","http://schema.org/FoodEvent",,"Event type: Food event.","食品事件","事件类型:食品事件"
"type","http://schema.org/FoodService",,"A food service, like breakfast, lunch, or dinner.",,
"type","http://schema.org/FurnitureStore",,"A furniture store.","家具店","家具店"
